quote,author,tags
"“reality doesn't impress me. i only believe in intoxication, in ecstasy, and when ordinary life shackles me, i escape, one way or another. no more walls.”","AnaÃ¯s Nin,",['general']
“wanting to be someone else is a waste of the person you are.”,Marilyn Monroe,['general']
"“i know it's wrong - god, it's all kinds of wrong - but i just want to lie down with you and wake up with you, just once, just once ever in my life.”","Cassandra Clare,",['general']
“the future depends on what you do today.”,Mahatma Gandhi,['general']
“trees that are slow to grow bear the best fruit.”,Moliere,['general']
"“only people who are capable of loving strongly can also suffer great sorrow, but this same necessity of loving serves to counteract their grief and heals them.”",Leo Tolstoy,['general']
“if death meant just leaving the stage long enough to change costume and come back as a new character...would you slow down? or speed up?”,"Chuck Palahniuk,",['general']
“the only truth is music.”,Jack Kerouac,['general']
"“laughter is wine for the soul - laughter soft, or loud and deep, tinged through with seriousness - the hilarious declaration made by man that life is worth living.”",Sean O'Casey,['general']
“if you never did you should. these things are fun and fun is good.”,Dr. Seuss,['general']
“intelligence plus character-that is the goal of true education.”,Martin Luther King Jr.,['general']
"“the mark of the immature man is that he wants to die nobly for a cause, while the mark of the mature man is that he wants to live humbly for one.”","J.D. Salinger,",['general']
“only a generation of readers will spawn a generation of writers.”,Steven Spielberg,['general']
"“i can't eat and i can't sleep. i'm not doing well in terms of being a functional human, you know?”","Ned Vizzini,",['general']
“you care so much you feel as though you will bleed to death with the pain of it.”,"J.K. Rowling,",['general']
“do not spoil what you have by desiring what you have not; remember that what you now have was once among the things you only hoped for.”,Epicurus,['general']
"“can you surf really well, then?""i looked at grover, who was trying hard not to laugh.""jeez, nico,"" i said. ""i've never really tried.""he went on asking questions. did i fight a lot with thalia, since she was a daughter of zeus? (i didn't answer that one.) if annabeth's mother was athena, the goddess of wisdom, then why didn't annabeth know better than to fall off a cliff? (i tried not to strangle nico for asking that one.) was annabeth my girlfriend? (at this point, i was ready to stick the kid in a meat-flavored sack and throw him to the wolves.)”",Rick Riordan,['general']
“books are no more threatened by kindle than stairs by elevators.”,Stephen Fry,['general']
“there is more than one way to burn a book. and the world is full of people running about with lit matches.”,Ray Bradbury,['general']
"“the question is not what you look at, but what you see.”",Henry David Thoreau,['general']
"“i was always hungry for love. just once, i wanted to know what it was like to get my fill of it -- to be fed so much love i couldn't take any more. just once. ”","Haruki Murakami,",['general']
"“...you know that a good, long session of weeping can often make you feel better, even if your circumstances have not changed one bit.”","Lemony Snicket,",['general']
“don't cry over someone who wouldn't cry over you.”,Lauren Conrad,['general']
“you can only be young once. but you can always be immature.”,Pat  Monahan,['general']
"“the things you used to own, now they own you.”","Chuck Palahniuk,",['general']
"“if, then, i were asked for the most important advice i could give, that which i considered to be the most useful to the men of our century, i should simply say: in the name of god, stop a moment, cease your work, look around you.”","Leo Tolstoy,",['general']
